"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Dec., 2019"	"2019/12"	132	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Jan., 2020"	"2020/01"	125	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Feb., 2020"	"2020/02"	119	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Mar., 2020"	"2020/03"	109	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Apr., 2020"	"2020/04"	133	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"May, 2020"	"2020/05"	125	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Jun., 2020"	"2020/06"	119	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Jul., 2020"	"2020/07"	151	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Aug., 2020"	"2020/08"	135	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Sep., 2020"	"2020/09"	106	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Oct., 2020"	"2020/10"	149	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Nov., 2020"	"2020/11"	136	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Dec., 2020"	"2020/12"	140	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Jan., 2021 "	"2021/01"	126	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Feb., 2021 "	"2021/02"	125	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Mar., 2021 "	"2021/03"	143	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Apr., 2021 "	"2021/04"	115	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"May, 2021 "	"2021/05"	120	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Jun., 2021 "	"2021/06"	117	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Jul., 2021 "	"2021/07"	120	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Aug., 2021 "	"2021/08"	123	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Sep., 2021 "	"2021/09"	111	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Oct., 2021 "	"2021/10"	124	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Nov., 2021 "	"2021/11"	130	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"	"Dec., 2021 "	"2021/12"	149	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Connecticut"	"09"			5872	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jan., 2018"	"2018/01"	52	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Feb., 2018"	"2018/02"	44	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mar., 2018"	"2018/03"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Apr., 2018"	"2018/04"	54	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"May, 2018"	"2018/05"	50	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jun., 2018"	"2018/06"	44	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jul., 2018"	"2018/07"	50	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Aug., 2018"	"2018/08"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Sep., 2018"	"2018/09"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Oct., 2018"	"2018/10"	39	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Nov., 2018"	"2018/11"	78	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Dec., 2018"	"2018/12"	61	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jan., 2019"	"2019/01"	56	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Feb., 2019"	"2019/02"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mar., 2019"	"2019/03"	67	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Apr., 2019"	"2019/04"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"May, 2019"	"2019/05"	43	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jun., 2019"	"2019/06"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jul., 2019"	"2019/07"	42	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Aug., 2019"	"2019/08"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Sep., 2019"	"2019/09"	49	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Oct., 2019"	"2019/10"	52	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Nov., 2019"	"2019/11"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Dec., 2019"	"2019/12"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jan., 2020"	"2020/01"	43	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Feb., 2020"	"2020/02"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mar., 2020"	"2020/03"	52	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Apr., 2020"	"2020/04"	52	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"May, 2020"	"2020/05"	71	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jun., 2020"	"2020/06"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jul., 2020"	"2020/07"	72	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Aug., 2020"	"2020/08"	38	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Sep., 2020"	"2020/09"	54	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Oct., 2020"	"2020/10"	70	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Nov., 2020"	"2020/11"	50	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Dec., 2020"	"2020/12"	75	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jan., 2021 "	"2021/01"	64	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Feb., 2021 "	"2021/02"	52	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Mar., 2021 "	"2021/03"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Apr., 2021 "	"2021/04"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"May, 2021 "	"2021/05"	64	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jun., 2021 "	"2021/06"	75	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Jul., 2021 "	"2021/07"	73	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Aug., 2021 "	"2021/08"	62	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Sep., 2021 "	"2021/09"	69	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Oct., 2021 "	"2021/10"	62	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Nov., 2021 "	"2021/11"	69	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"	"Dec., 2021 "	"2021/12"	70	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Maine"	"23"			2687	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jan., 2018"	"2018/01"	236	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Feb., 2018"	"2018/02"	185	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Mar., 2018"	"2018/03"	230	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Apr., 2018"	"2018/04"	197	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"May, 2018"	"2018/05"	196	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jun., 2018"	"2018/06"	208	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jul., 2018"	"2018/07"	198	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Aug., 2018"	"2018/08"	210	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Sep., 2018"	"2018/09"	168	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Oct., 2018"	"2018/10"	200	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Nov., 2018"	"2018/11"	196	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Dec., 2018"	"2018/12"	213	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jan., 2019"	"2019/01"	221	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Feb., 2019"	"2019/02"	209	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Mar., 2019"	"2019/03"	199	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Apr., 2019"	"2019/04"	213	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"May, 2019"	"2019/05"	178	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jun., 2019"	"2019/06"	167	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jul., 2019"	"2019/07"	226	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Aug., 2019"	"2019/08"	195	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Sep., 2019"	"2019/09"	178	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Oct., 2019"	"2019/10"	190	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Nov., 2019"	"2019/11"	195	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Dec., 2019"	"2019/12"	245	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jan., 2020"	"2020/01"	217	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Feb., 2020"	"2020/02"	199	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Mar., 2020"	"2020/03"	221	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Apr., 2020"	"2020/04"	250	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"May, 2020"	"2020/05"	222	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jun., 2020"	"2020/06"	214	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jul., 2020"	"2020/07"	200	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Aug., 2020"	"2020/08"	204	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Sep., 2020"	"2020/09"	202	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Oct., 2020"	"2020/10"	212	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Nov., 2020"	"2020/11"	226	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Dec., 2020"	"2020/12"	220	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jan., 2021 "	"2021/01"	259	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Feb., 2021 "	"2021/02"	212	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Mar., 2021 "	"2021/03"	197	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Apr., 2021 "	"2021/04"	212	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"May, 2021 "	"2021/05"	225	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jun., 2021 "	"2021/06"	216	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Jul., 2021 "	"2021/07"	198	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Aug., 2021 "	"2021/08"	194	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Sep., 2021 "	"2021/09"	206	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Oct., 2021 "	"2021/10"	227	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Nov., 2021 "	"2021/11"	223	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"Dec., 2021 "	"2021/12"	202	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"			10011	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jan., 2018"	"2018/01"	56	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Feb., 2018"	"2018/02"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Mar., 2018"	"2018/03"	47	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Apr., 2018"	"2018/04"	49	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"May, 2018"	"2018/05"	50	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jun., 2018"	"2018/06"	39	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jul., 2018"	"2018/07"	36	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Aug., 2018"	"2018/08"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Sep., 2018"	"2018/09"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Oct., 2018"	"2018/10"	66	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Nov., 2018"	"2018/11"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Dec., 2018"	"2018/12"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jan., 2019"	"2019/01"	61	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Feb., 2019"	"2019/02"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Mar., 2019"	"2019/03"	52	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Apr., 2019"	"2019/04"	52	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"May, 2019"	"2019/05"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jun., 2019"	"2019/06"	30	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jul., 2019"	"2019/07"	38	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Aug., 2019"	"2019/08"	54	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Sep., 2019"	"2019/09"	49	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Oct., 2019"	"2019/10"	47	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Nov., 2019"	"2019/11"	42	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Dec., 2019"	"2019/12"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jan., 2020"	"2020/01"	64	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Feb., 2020"	"2020/02"	41	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Mar., 2020"	"2020/03"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Apr., 2020"	"2020/04"	47	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"May, 2020"	"2020/05"	58	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jun., 2020"	"2020/06"	56	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jul., 2020"	"2020/07"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Aug., 2020"	"2020/08"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Sep., 2020"	"2020/09"	62	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Oct., 2020"	"2020/10"	51	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Nov., 2020"	"2020/11"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Dec., 2020"	"2020/12"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jan., 2021 "	"2021/01"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Feb., 2021 "	"2021/02"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Mar., 2021 "	"2021/03"	56	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Apr., 2021 "	"2021/04"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"May, 2021 "	"2021/05"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jun., 2021 "	"2021/06"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Jul., 2021 "	"2021/07"	35	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Aug., 2021 "	"2021/08"	60	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Sep., 2021 "	"2021/09"	43	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Oct., 2021 "	"2021/10"	60	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Nov., 2021 "	"2021/11"	57	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"Dec., 2021 "	"2021/12"	45	Not Applicable	Not Applicable
"Total"	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"			2448	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"Jan., 2018"	"2018/01"	46	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"Feb., 2018"	"2018/02"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"Mar., 2018"	"2018/03"	38	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"Apr., 2018"	"2018/04"	47	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Rhode Island"	"44"	"May, 2018"	"2018/05"	35	Not Applicable	Not Applicable
